review_id,restaurant_name,address,cuisine,price_range,dish_mentioned,review_text,rating,sentiment_label,sentiment_score,reviewer,visit_month,visit_year,tags
364,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Brownies,Authentic taste of Snacks right here in Majhitar. The Brownies was spot on. Very satisfied.,5,positive,0.5803,Reviewer_0364,August,2023,"cafe, river_view, desserts, cheesy, romantic, scenic"
365,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Brownies,Great place to stop while traveling to Gangtok. The Brownies here is amazing. Will visit again.,5,positive,0.5314,Reviewer_0365,May,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
366,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Cheesecake,Super tasty food! The Cheesecake was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.4847,Reviewer_0366,August,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
367,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Brownies,Authentic taste of Continental right here in Majhitar. The Brownies was spot on. Very satisfied.,4,positive,0.9569,Reviewer_0367,February,2025,"cafe, river_view, desserts, cheesy, romantic, scenic"
368,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Brownies,Excellent food and good portion sizes. The Brownies was filling and flavorful. Will definitely return.,4,positive,0.9871,Reviewer_0368,May,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
369,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Coffee,The food quality is excellent. Had Coffee and it was one of the best I've tasted in Sikkim.,4,positive,0.971,Reviewer_0369,August,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
370,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Sandwiches,Super tasty food! The Sandwiches was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.6614,Reviewer_0370,May,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
371,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Pasta,Wonderful experience. The Pasta was delicious and the staff was very friendly and helpful.,4,positive,0.421,Reviewer_0371,April,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
372,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Sandwiches,Such a hidden gem in Majhitar! The Sandwiches blew my mind. Prices are reasonable too.,5,positive,0.9384,Reviewer_0372,April,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
373,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Cheesecake,Best Café food in Majhitar! The Cheesecake was cooked to perfection. Highly recommend.,5,positive,0.6186,Reviewer_0373,November,2023,"cafe, river_view, desserts, cheesy, romantic, scenic"
374,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Sandwiches,Absolutely loved the food here! The Sandwiches was outstanding and the service was very quick.,5,positive,0.9769,Reviewer_0374,November,2025,"cafe, river_view, desserts, cheesy, romantic, scenic"
375,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Brownies,"Clean restaurant, friendly owner, and delicious Brownies. Totally worth it. Loved every bite.",5,positive,0.7729,Reviewer_0375,May,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
376,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Pasta,Excellent food and good portion sizes. The Pasta was filling and flavorful. Will definitely return.,4,positive,0.8497,Reviewer_0376,September,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
377,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Cheesecake,Excellent food and good portion sizes. The Cheesecake was filling and flavorful. Will definitely return.,5,positive,0.949,Reviewer_0377,January,2025,"cafe, river_view, desserts, cheesy, romantic, scenic"
378,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Brownies,We were a group of travelers and everyone enjoyed the meal. Brownies was the highlight. Great service.,4,positive,0.672,Reviewer_0378,January,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
379,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Brownies,The Brownies was so good we ordered twice! Service was fast and the staff was welcoming.,5,positive,0.7418,Reviewer_0379,August,2025,"cafe, river_view, desserts, cheesy, romantic, scenic"
380,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Pasta,Excellent food and good portion sizes. The Pasta was filling and flavorful. Will definitely return.,4,positive,0.9601,Reviewer_0380,May,2023,"cafe, river_view, desserts, cheesy, romantic, scenic"
381,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Sandwiches,We were a group of travelers and everyone enjoyed the meal. Sandwiches was the highlight. Great service.,4,positive,0.4232,Reviewer_0381,August,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
382,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Brownies,Super tasty food! The Brownies was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.471,Reviewer_0382,October,2023,"cafe, river_view, desserts, cheesy, romantic, scenic"
383,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Cheesecake,It was an okay experience. The Cheesecake tasted average. Good enough for a roadside stop.,3,neutral,0.1555,Reviewer_0383,September,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
384,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Coffee,Best Café food in Majhitar! The Coffee was cooked to perfection. Highly recommend.,4,positive,0.6105,Reviewer_0384,March,2025,"cafe, river_view, desserts, cheesy, romantic, scenic"
385,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Coffee,Visited with family and everyone loved it. The Coffee was fresh and tasty. Good value for money.,4,positive,0.9583,Reviewer_0385,July,2023,"cafe, river_view, desserts, cheesy, romantic, scenic"
386,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Brownies,"Clean restaurant, friendly owner, and delicious Brownies. Totally worth it. Loved every bite.",4,positive,0.8399,Reviewer_0386,October,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
387,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Sandwiches,The food quality is excellent. Had Sandwiches and it was one of the best I've tasted in Sikkim.,5,positive,0.7749,Reviewer_0387,November,2022,"cafe, river_view, desserts, cheesy, romantic, scenic"
388,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Cheesecake,"Clean restaurant, friendly owner, and delicious Cheesecake. Totally worth it. Loved every bite.",5,positive,0.5494,Reviewer_0388,September,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
389,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Brownies,Super tasty food! The Brownies was rich in flavors. Perfect stop for hungry travelers on NH10.,5,positive,0.4263,Reviewer_0389,October,2023,"cafe, river_view, desserts, cheesy, romantic, scenic"
390,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Cheesecake,Great place to stop while traveling to Gangtok. The Cheesecake here is amazing. Will visit again.,4,positive,0.9723,Reviewer_0390,August,2024,"cafe, river_view, desserts, cheesy, romantic, scenic"
391,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Cheesecake,Amazing ambiance and even better food! The Cheesecake was perfectly seasoned. A must visit in Majhitar.,4,positive,0.8063,Reviewer_0391,November,2023,"cafe, river_view, desserts, cheesy, romantic, scenic"
392,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Pasta,We were a group of travelers and everyone enjoyed the meal. Pasta was the highlight. Great service.,5,positive,0.5109,Reviewer_0392,September,2025,"cafe, river_view, desserts, cheesy, romantic, scenic"
393,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Ice Cream,"Mixed experience. Some items like Ice Cream were good, others were not so great.",3,neutral,-0.1109,Reviewer_0393,January,2023,"fast_food, family_friendly, desserts, ice_cream, snacks"
394,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Pizza,The Pizza was so good we ordered twice! Service was fast and the staff was welcoming.,5,positive,0.6988,Reviewer_0394,September,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
395,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Ice Cream,Best Snacks food in Majhitar! The Ice Cream was cooked to perfection. Highly recommend.,5,positive,0.7922,Reviewer_0395,February,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
396,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Ice Cream,Decent place for a quick meal. The Ice Cream was okay but nothing extraordinary.,3,neutral,0.0767,Reviewer_0396,August,2022,"fast_food, family_friendly, desserts, ice_cream, snacks"
397,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Rolls,Okay experience overall. The Rolls lacked seasoning. Staff was polite but slow.,3,neutral,0.0812,Reviewer_0397,July,2024,"fast_food, family_friendly, desserts, ice_cream, snacks"
398,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Pizza,Loved the cozy atmosphere and the delicious Pizza. The owner was very accommodating.,5,positive,0.352,Reviewer_0398,January,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
399,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Ice Cream,Visited with family and everyone loved it. The Ice Cream was fresh and tasty. Good value for money.,4,positive,0.8053,Reviewer_0399,February,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
400,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Pizza,Absolutely loved the food here! The Pizza was outstanding and the service was very quick.,5,positive,0.5366,Reviewer_0400,November,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
401,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Momos,"Mixed experience. Some items like Momos were good, others were not so great.",3,neutral,0.3464,Reviewer_0401,July,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
402,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Ice Cream,Average food quality. The Ice Cream was edible but could be better. Service was acceptable.,3,neutral,0.1914,Reviewer_0402,November,2024,"fast_food, family_friendly, desserts, ice_cream, snacks"
403,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Ice Cream,Best Snacks food in Majhitar! The Ice Cream was cooked to perfection. Highly recommend.,4,positive,0.466,Reviewer_0403,September,2023,"fast_food, family_friendly, desserts, ice_cream, snacks"
404,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Burgers,Super tasty food! The Burgers was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.9862,Reviewer_0404,May,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
405,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Momos,Okay experience overall. The Momos lacked seasoning. Staff was polite but slow.,3,neutral,0.0621,Reviewer_0405,April,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
406,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Pizza,Visited with family and everyone loved it. The Pizza was fresh and tasty. Good value for money.,4,positive,0.4508,Reviewer_0406,January,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
407,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Burgers,Average restaurant. The Burgers was okay. Clean place but the food was nothing to write home about.,3,neutral,0.233,Reviewer_0407,April,2022,"fast_food, family_friendly, desserts, ice_cream, snacks"
408,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Momos,Best Fast Food food in Majhitar! The Momos was cooked to perfection. Highly recommend.,4,positive,0.7361,Reviewer_0408,April,2022,"fast_food, family_friendly, desserts, ice_cream, snacks"
409,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Ice Cream,Amazing ambiance and even better food! The Ice Cream was perfectly seasoned. A must visit in Majhitar.,4,positive,0.6353,Reviewer_0409,January,2023,"fast_food, family_friendly, desserts, ice_cream, snacks"
410,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Pizza,Authentic taste of Chinese right here in Majhitar. The Pizza was spot on. Very satisfied.,4,positive,0.9958,Reviewer_0410,October,2024,"fast_food, family_friendly, desserts, ice_cream, snacks"
411,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Pizza,Great place to stop while traveling to Gangtok. The Pizza here is amazing. Will visit again.,4,positive,0.5461,Reviewer_0411,July,2024,"fast_food, family_friendly, desserts, ice_cream, snacks"
412,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Ice Cream,The Ice Cream was alright. Nothing special but satisfied the hunger. Service was average.,3,neutral,-0.1195,Reviewer_0412,November,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
413,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Rolls,Okay experience overall. The Rolls lacked seasoning. Staff was polite but slow.,3,neutral,0.0978,Reviewer_0413,September,2024,"fast_food, family_friendly, desserts, ice_cream, snacks"
414,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Pizza,Super tasty food! The Pizza was rich in flavors. Perfect stop for hungry travelers on NH10.,5,positive,0.6206,Reviewer_0414,July,2023,"fast_food, family_friendly, desserts, ice_cream, snacks"
415,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Pizza,We were a group of travelers and everyone enjoyed the meal. Pizza was the highlight. Great service.,4,positive,0.6997,Reviewer_0415,May,2023,"fast_food, family_friendly, desserts, ice_cream, snacks"
416,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Ice Cream,The Ice Cream was passable. I've had better Snacks food elsewhere but this works in a pinch.,3,neutral,0.3074,Reviewer_0416,July,2023,"fast_food, family_friendly, desserts, ice_cream, snacks"
417,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Pizza,Amazing ambiance and even better food! The Pizza was perfectly seasoned. A must visit in Majhitar.,5,positive,0.5079,Reviewer_0417,November,2022,"fast_food, family_friendly, desserts, ice_cream, snacks"
418,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Rolls,Excellent food and good portion sizes. The Rolls was filling and flavorful. Will definitely return.,4,positive,0.6424,Reviewer_0418,September,2023,"fast_food, family_friendly, desserts, ice_cream, snacks"
419,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Ice Cream,Absolutely loved the food here! The Ice Cream was outstanding and the service was very quick.,5,positive,0.5245,Reviewer_0419,February,2023,"fast_food, family_friendly, desserts, ice_cream, snacks"
420,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Ice Cream,We were a group of travelers and everyone enjoyed the meal. Ice Cream was the highlight. Great service.,4,positive,0.8451,Reviewer_0420,August,2023,"fast_food, family_friendly, desserts, ice_cream, snacks"
421,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Rolls,Loved the cozy atmosphere and the delicious Rolls. The owner was very accommodating.,5,positive,0.9396,Reviewer_0421,April,2023,"fast_food, family_friendly, desserts, ice_cream, snacks"
422,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Momos,Super tasty food! The Momos was rich in flavors. Perfect stop for hungry travelers on NH10.,5,positive,0.4263,Reviewer_0422,December,2023,"fast_food, family_friendly, desserts, ice_cream, snacks"
423,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Ice Cream,Amazing ambiance and even better food! The Ice Cream was perfectly seasoned. A must visit in Majhitar.,4,positive,0.9448,Reviewer_0423,May,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
424,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Rolls,"Clean restaurant, friendly owner, and delicious Rolls. Totally worth it. Loved every bite.",4,positive,0.6969,Reviewer_0424,May,2024,"fast_food, family_friendly, desserts, ice_cream, snacks"
425,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Momos,Authentic taste of Fast Food right here in Majhitar. The Momos was spot on. Very satisfied.,4,positive,0.9238,Reviewer_0425,December,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
426,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Pizza,We were a group of travelers and everyone enjoyed the meal. Pizza was the highlight. Great service.,5,positive,0.8958,Reviewer_0426,June,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
427,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Pizza,Decent place for a quick meal. The Pizza was okay but nothing extraordinary.,3,neutral,0.1313,Reviewer_0427,January,2024,"fast_food, family_friendly, desserts, ice_cream, snacks"
428,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Ice Cream,Authentic taste of Snacks right here in Majhitar. The Ice Cream was spot on. Very satisfied.,4,positive,0.9576,Reviewer_0428,May,2023,"fast_food, family_friendly, desserts, ice_cream, snacks"
429,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Momos,Great place to stop while traveling to Gangtok. The Momos here is amazing. Will visit again.,4,positive,0.5644,Reviewer_0429,August,2024,"fast_food, family_friendly, desserts, ice_cream, snacks"
430,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Momos,Very slow service. Waited over an hour for the Momos and it was disappointing.,2,negative,-0.3511,Reviewer_0430,August,2023,"fast_food, family_friendly, desserts, ice_cream, snacks"
431,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Ice Cream,"Mixed experience. Some items like Ice Cream were good, others were not so great.",3,neutral,-0.0654,Reviewer_0431,March,2022,"fast_food, family_friendly, desserts, ice_cream, snacks"
432,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Burgers,The place was dirty and the Burgers had a strange smell. Immediately left after the first bite.,2,negative,-0.9712,Reviewer_0432,January,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
433,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Pizza,Wonderful experience. The Pizza was delicious and the staff was very friendly and helpful.,4,positive,0.8977,Reviewer_0433,December,2023,"fast_food, family_friendly, desserts, ice_cream, snacks"
434,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Momos,Absolutely loved the food here! The Momos was outstanding and the service was very quick.,4,positive,0.4922,Reviewer_0434,January,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
435,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Burgers,Such a hidden gem in Majhitar! The Burgers blew my mind. Prices are reasonable too.,5,positive,0.6671,Reviewer_0435,January,2022,"fast_food, family_friendly, desserts, ice_cream, snacks"
436,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Ice Cream,Authentic taste of Chinese right here in Majhitar. The Ice Cream was spot on. Very satisfied.,4,positive,0.8194,Reviewer_0436,January,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
437,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Pizza,We were a group of travelers and everyone enjoyed the meal. Pizza was the highlight. Great service.,5,positive,0.9608,Reviewer_0437,February,2023,"fast_food, family_friendly, desserts, ice_cream, snacks"
438,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Ice Cream,Food is neither great nor bad. The Ice Cream was standard. Would visit if nothing else is available.,3,neutral,-0.054,Reviewer_0438,June,2024,"fast_food, family_friendly, desserts, ice_cream, snacks"
439,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Momos,Decent place for budget dining. The Momos was okay for the price. Not a memorable experience.,3,neutral,-0.1105,Reviewer_0439,October,2023,"fast_food, family_friendly, desserts, ice_cream, snacks"
440,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Burgers,Super tasty food! The Burgers was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.4968,Reviewer_0440,February,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
441,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Momos,Amazing ambiance and even better food! The Momos was perfectly seasoned. A must visit in Majhitar.,4,positive,0.5952,Reviewer_0441,November,2022,"fast_food, family_friendly, desserts, ice_cream, snacks"
442,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Momos,Super tasty food! The Momos was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.4614,Reviewer_0442,November,2024,"fast_food, family_friendly, desserts, ice_cream, snacks"
443,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Burgers,Service was terrible and the Burgers was lukewarm. The restaurant clearly doesn't care about quality.,2,negative,-0.1693,Reviewer_0443,April,2023,"fast_food, family_friendly, desserts, ice_cream, snacks"
444,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Ice Cream,Excellent food and good portion sizes. The Ice Cream was filling and flavorful. Will definitely return.,4,positive,0.9143,Reviewer_0444,May,2022,"fast_food, family_friendly, desserts, ice_cream, snacks"
445,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Rolls,Average food quality. The Rolls was edible but could be better. Service was acceptable.,3,neutral,0.1922,Reviewer_0445,March,2024,"fast_food, family_friendly, desserts, ice_cream, snacks"
446,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Ice Cream,Absolutely loved the food here! The Ice Cream was outstanding and the service was very quick.,4,positive,0.975,Reviewer_0446,December,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
447,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Pizza,Excellent food and good portion sizes. The Pizza was filling and flavorful. Will definitely return.,4,positive,0.4,Reviewer_0447,October,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
448,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Pizza,Okay experience overall. The Pizza lacked seasoning. Staff was polite but slow.,3,neutral,0.0159,Reviewer_0448,September,2024,"fast_food, family_friendly, desserts, ice_cream, snacks"
449,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Pizza,Decent place for a quick meal. The Pizza was okay but nothing extraordinary.,3,neutral,-0.1012,Reviewer_0449,June,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
450,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Rolls,"Mixed experience. Some items like Rolls were good, others were not so great.",3,neutral,-0.1352,Reviewer_0450,August,2023,"fast_food, family_friendly, desserts, ice_cream, snacks"
451,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Momos,Visited with family and everyone loved it. The Momos was fresh and tasty. Good value for money.,4,positive,0.7095,Reviewer_0451,March,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
452,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Rolls,Best Indian food in Majhitar! The Rolls was cooked to perfection. Highly recommend.,4,positive,0.8519,Reviewer_0452,December,2022,"fast_food, family_friendly, desserts, ice_cream, snacks"
453,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Momos,Average food quality. The Momos was edible but could be better. Service was acceptable.,3,neutral,-0.016,Reviewer_0453,December,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
454,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Burgers,Visited with family and everyone loved it. The Burgers was fresh and tasty. Good value for money.,4,positive,0.5845,Reviewer_0454,May,2025,"fast_food, family_friendly, desserts, ice_cream, snacks"
455,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Burgers,"Mixed experience. Some items like Burgers were good, others were not so great.",3,neutral,0.2307,Reviewer_0455,February,2023,"fast_food, family_friendly, desserts, ice_cream, snacks"
456,Teesta Valley Food Court,"NH10 Highway, Majhitar Junction, Sikkim","Fast Food, Indian, Chinese, Snacks",budget,Ice Cream,Decent place for budget dining. The Ice Cream was okay for the price. Not a memorable experience.,3,neutral,0.0744,Reviewer_0456,February,2022,"fast_food, family_friendly, desserts, ice_cream, snacks"
